source_video,split,sha256,status
D:\Users\L1\Downloads\archive\video\cctv052x2004080520x01698.avi,train,0c69d68da0d741127b116eabfd73d7646168e33e3124176e461c7135ac6b9491,used
D:\Users\L1\Downloads\archive\video\cctv052x2004080614x00021.avi,val,9c6323f1c2fc7f27470aa3ba3e0a60d2af38459d7937b62e2e08028f5ea64afc,used
D:\Users\L1\Downloads\archive\video\cctv052x2004080616x00047.avi,val,1e3ee016ad534606dc80d1019fc09dc45712401ba0d5073acb020bdf23ed6a34,used
D:\Users\L1\Downloads\archive\video\cctv052x2004080517x01656.avi,val,dedc5984d3320ca2ef25671f81b164dbe40dbb81de3f316739598b5620149530,used
D:\Users\L1\Downloads\archive\video\cctv052x2004080519x01688.avi,val,e2461ad86b440e834d5ddf652b837d0848925e06d4f675d0cd8bed6423bdf6d2,used
D:\Users\L1\Downloads\archive\video\cctv052x2004080612x00003.avi,val,930aa622409e314f90de9d735f69cd4dd4da73f09537b40803dfc9cf3afabea3,used
D:\Users\L1\Downloads\archive\video\cctv052x2004080608x01852.avi,val,1b0b301ce2512253af9cc449d3ffd3b12d859708168cf5da28d6cdac328df543,used
D:\Users\L1\Downloads\archive\video\cctv052x2004080613x00010.avi,val,71f3a2593e453036bb3c5c5cb05faeb248a5454bddee962f29073cc76b7db950,used
D:\Users\L1\Downloads\archive\video\cctv052x2004080613x00012.avi,val,4ebc68012357c4a50395b3e2531ba3214c6ce63ff25be87bfda62dcdc4aec34e,used
D:\Users\L1\Downloads\archive\video\cctv052x2004080607x01835.avi,val,346c4b8ba5c0aaaf245ba3b19245670e9416c1423d120f5faa60939bf92d6aba,used
D:\Users\L1\Downloads\archive\video\cctv052x2004080611x01904.avi,val,3ef54c3142967e7a07d17ab058cc419b6735e97adcbf09ee2f46fe5e970f13bc,used
D:\Users\L1\Downloads\archive\video\cctv052x2004080517x01659.avi,val,4b4f4bae273cf3863edbb799a3ed64185521a4a055eb1305918484d9fa78a119,used
D:\Users\L1\Downloads\archive\video\cctv052x2004080608x01856.avi,val,42abe75770ebe4e898ce115676e6ce2d100b76503849d6ce988943b883189a1e,used
D:\Users\L1\Downloads\archive\video\cctv052x2004080518x01670.avi,val,c787b4bb5fb427580131f0b527f26412ee7d1da585d7b70ffd7ea2fb12fdd46e,used
D:\Users\L1\Downloads\archive\video\cctv052x2004080611x01900.avi,val,bad070f7bdbe64325fa95b6323b160b8fecee0457d61bdf5862aaa1ad84e841c,used
D:\Users\L1\Downloads\archive\video\cctv052x2004080610x01878.avi,val,bb3bb0021f5d4a93f2680c4d6b79ed8dc515b4754f2807dd934406ae012e65b8,used
D:\Users\L1\Downloads\archive\video\cctv052x2004080616x00046.avi,val,150f8b6af12063bef11fcd9248dc287c43977d2098ff972ee055e626521b4d84,used
D:\Users\L1\Downloads\archive\video\cctv052x2004080516x01649.avi,val,c1b185eee5c44386b9bb46ab210eed9cd78613be85e32146962328882a6150b4,used
D:\Users\L1\Downloads\archive\video\cctv052x2004080606x01827.avi,val,567d7c5c88347e995823ec62235b85e535acce77b60a07718a87bf17a745dfd9,used
D:\Users\L1\Downloads\archive\video\cctv052x2004080618x00085.avi,val,b37890ea39833a06289d68af44be922fb46aafd8f093eebe0f0d15f70b4f35ef,used
D:\Users\L1\Downloads\archive\video\cctv052x2004080607x01848.avi,val,3a92578ed6108793c158121e3bbeb995d18685e1b61443d1441f70bccfbcc105,used
D:\Users\L1\Downloads\archive\video\cctv052x2004080608x01851.avi,val,0a7d12d81701ae7ceb124e38eb34d83f2f3da0e74ee6d3f40aa3e4d04317ba9f,used
D:\Users\L1\Downloads\archive\video\cctv052x2004080517x01663.avi,val,8f999e848e3707c6cae4a1b4d55751224ddb632cbb4239f2c59ee3dceddb4582,used
D:\Users\L1\Downloads\archive\video\cctv052x2004080608x01857.avi,val,3fc77b146981fa483a3d12267592ac3a414184425c5cee53ff6a965017362ec0,used
D:\Users\L1\Downloads\archive\video\cctv052x2004080618x00089.avi,val,3ece66ba9727eebd23dbf46180bd61f44fb84b90afd9bb133b4c28370925c407,used
D:\Users\L1\Downloads\archive\video\cctv052x2004080619x00099.avi,val,a17ad1dd06f7a2fc95a5fc24f86e4b86eaf416a5f3575d1ed8a4094eb3f64775,used
D:\Users\L1\Downloads\archive\video\cctv052x2004080607x01846.avi,val,c40a663ed79294bc22b93b118d4dda8709ea023ba5a6fa4e89d12b68a5e25200,used
D:\Users\L1\Downloads\archive\video\cctv052x2004080616x00055.avi,val,cb9d6fc038edb374e275997f40fb81a1a6758b913e4918853381c61ea2db9f4d,used
D:\Users\L1\Downloads\archive\video\cctv052x2004080618x00088.avi,val,34437a38c6a6c8370f1ed9aa2e033d722749291a5456aba02b987f6ee9f9c275,used
D:\Users\L1\Downloads\archive\video\cctv052x2004080519x01678.avi,val,7c569bb343c161bb90d5a65b6fbad27f6939ce1b841a67173fbfde6ba2c672b1,used
D:\Users\L1\Downloads\archive\video\cctv052x2004080617x00069.avi,val,21c2dc42896d1d6b86be10e3aca26ed266522887a7d776c6387b9e2d6ff4f6e6,used
D:\Users\L1\Downloads\archive\video\cctv052x2004080607x01847.avi,val,2c12c70a5ec769026b63922692b8c09ff2293f834fab82669ad2886988895237,used
D:\Users\L1\Downloads\archive\video\cctv052x2004080619x00092.avi,val,157a6f208c93ca5751e74a6c4d5f2191c69999469c6a8b4603145c3ddf7b4aeb,used
D:\Users\L1\Downloads\archive\video\cctv052x2004080615x00031.avi,val,9cf1d4eaa8b825659e4dbe179f65e23225e9f7c3f23ff1647484789a7e8a7f76,used
D:\Users\L1\Downloads\archive\video\cctv052x2004080519x01679.avi,val,544edc4927d25ba50a051b9996aed28bf083f7e435c6a5ffbdae08efe13f5a49,used
D:\Users\L1\Downloads\archive\video\cctv052x2004080616x00054.avi,val,220173615271b6bed257eaf326e9e3ea17bee30ecdfb980c06a4451425cae538,used
D:\Users\L1\Downloads\archive\video\cctv052x2004080516x01639.avi,val,89319e2c9a5744044f3ab176344b8f6d8327a522a92a09822893bcb7daf8b2a6,used
D:\Users\L1\Downloads\archive\video\cctv052x2004080617x00068.avi,val,d153280713208d2ed6415794624c312bc527da5827a4032993751251e5f327e6,used
D:\Users\L1\Downloads\archive\video\cctv052x2004080606x01831.avi,val,2d6dd9b944ab71cbd29e037385444d17a57f303cac8e96be5e0f3ec1f5592ba7,used
D:\Users\L1\Downloads\archive\video\cctv052x2004080612x00006.avi,val,6d3f6d25916302159a01f45a0761d0108e06d338549c0c31a28e53206dc4db84,used
D:\Users\L1\Downloads\archive\video\cctv052x2004080609x01875.avi,val,ebe49ad4e83d581a51484c79405316412fa5e77a1a5e42c2c3a09a8d7dd6bc26,used
D:\Users\L1\Downloads\archive\video\cctv052x2004080520x01695.avi,val,fdcf0bb2592a723c366581c7cec5dfd6170faedaf71ea72b29e35541991d5206,used
D:\Users\L1\Downloads\archive\video\cctv052x2004080609x01867.avi,val,218389b6f9f133c8b2b692ddab6e05bba77901ad10df08a1706aaab3a1480996,used
D:\Users\L1\Downloads\archive\video\cctv052x2004080619x00095.avi,val,8008cd8fe41ac6bbd9e7cc779c48217994d0328de95531173cf6ab40fd792638,used
D:\Users\L1\Downloads\archive\video\cctv052x2004080615x00032.avi,val,933000bb6c075507a85c2b8d7bb0d4d6e14ee4bc2696fee2e1d97f1465657e9b,used
D:\Users\L1\Downloads\archive\video\cctv052x2004080613x00018.avi,val,b3814167829bc29fdb818a25220b0cea157202d648754e6f891d0cdfbce0cf3e,used
D:\Users\L1\Downloads\archive\video\cctv052x2004080615x00039.avi,val,cc63828975b49ca8b4cd67c1a07e7cb06dd53340889e086c34648934b3d31d9c,used
D:\Users\L1\Downloads\archive\video\cctv052x2004080519x01689.avi,val,afb1d48770e8fe3cb6204aeba8441af4ab37d1b351726cf2ed44c31c8c5f4a68,used
D:\Users\L1\Downloads\archive\video\cctv052x2004080611x01906.avi,val,c06c9e35adab70cc9773d55df8607429133c63a2882945689b205030cb159112,used
D:\Users\L1\Downloads\archive\video\cctv052x2004080620x00106.avi,val,c572cc60654ef821d8e36af69c77f48de8d9957b9376b61421387bc0636f8b46,used
D:\Users\L1\Downloads\archive\video\cctv052x2004080612x01910.avi,test,f5f0d3b5ecc300b7a26f1b315b596132243e4d20fde806e5c376d495e3f8f77f,used
D:\Users\L1\Downloads\archive\video\cctv052x2004080610x01891.avi,test,6d6ff1cc1ff9cae66870b261e4ee6d588d35507e99dc83db0b0a1c00a7bc9193,used
D:\Users\L1\Downloads\archive\video\cctv052x2004080520x01699.avi,test,c5f45f34f5fe072571f7070e8104ce092b7049b8db335231473243db21be075f,used
D:\Users\L1\Downloads\archive\video\cctv052x2004080520x01694.avi,test,b980f17563553c8625da2bba1fdb94bbe201e63b773c5c337ee4a862e8ce4dcd,used
D:\Users\L1\Downloads\archive\video\cctv052x2004080517x01662.avi,test,5b68f7f1110d6e7812008fb040b3abe3792aae8d9cc525d1dd121b7e2fa0703c,used
D:\Users\L1\Downloads\archive\video\cctv052x2004080516x01645.avi,test,639fc91a3bcd9b61df415860080a43d98ad23a62000112d1d7d87c44a809d453,used
D:\Users\L1\Downloads\archive\video\cctv052x2004080516x01646.avi,test,be0b5c318d6f1066269ee07720ddff9ebb2e178274de9982c7f50a83131bb09f,used
D:\Users\L1\Downloads\archive\video\cctv052x2004080609x01869.avi,test,040e054049cdad5cd1089d7b0486aac8f26baed16505ee60196b74a6b45f95be,used
D:\Users\L1\Downloads\archive\video\cctv052x2004080612x00007.avi,test,d4aa8d08d98d470e3266901fa742b78594af0fc15b05ef8b5cb0dd5af586722b,used
D:\Users\L1\Downloads\archive\video\cctv052x2004080517x01661.avi,test,f70dd2b8e90382956234b8d1aefa18ed6ba30e4d1ccd1ad76b2bc3fe0acd0a8a,used
D:\Users\L1\Downloads\archive\video\cctv052x2004080611x01902.avi,test,9115b1d10811cccb8e1e976fa6690943f39add025dec991b6eff029240ab4d76,used
D:\Users\L1\Downloads\archive\video\cctv052x2004080619x00093.avi,test,2739900bc99c31376d6fce3eabd57449f57c9ab929225f7a08979eece836665b,used
D:\Users\L1\Downloads\archive\video\cctv052x2004080620x00105.avi,test,cc5fe3ac6e5a7fc5abbedbd143fe3cdf70c93220025ef51705112ce3e63d7f49,used
D:\Users\L1\Downloads\archive\video\cctv052x2004080614x00026.avi,test,f1d721dc6b2a6c6569f0f4109c1674b45566fd9a4e89d672f22792371e5cd0c9,used
D:\Users\L1\Downloads\archive\video\cctv052x2004080517x01665.avi,test,e78b8029da7cd10e34feb278612c8ccaf8ff0bb8172464667751b800da05338a,used
D:\Users\L1\Downloads\archive\video\cctv052x2004080616x00048.avi,test,551bcf82e4b7096fb921af60f5b2f22d47e3dd5b99a0134eecc17f908fa202b2,used
D:\Users\L1\Downloads\archive\video\cctv052x2004080518x01674.avi,test,d863944597d9d706a626193bd2ec2b8969335d9972a2e1bf6be4b20509d5ccd1,used
D:\Users\L1\Downloads\archive\video\cctv052x2004080520x01697.avi,test,25f978da4e4351dbdfed5822cc2ab07b8665db5c0e08bb5ca740ba1eb0aace94,used
D:\Users\L1\Downloads\archive\video\cctv052x2004080606x01821.avi,test,fe91f673a0a38b66d49c990f3c6cdbea766642973287dde582ca332396e54780,used
D:\Users\L1\Downloads\archive\video\cctv052x2004080606x01830.avi,test,a1db854d2f5037109f5ece916eb51cdb79d69ea479ed5839da12c086f8ceb776,used
D:\Users\L1\Downloads\archive\video\cctv052x2004080616x00049.avi,test,266f92eae762501c34aadbb8293d46ffc7a50a507564f524d9b8b225ad0c027a,used
D:\Users\L1\Downloads\archive\video\cctv052x2004080516x01644.avi,test,8f0dc9aa30233f50ede315532c540f3da0cb8581a85cb64aeecbfe52c014ae55,used
D:\Users\L1\Downloads\archive\video\cctv052x2004080518x01667.avi,test,4c4e6a844a164bfa021dc6e7a28d2b93db6640f2d911c94c5441866d1f533057,used
D:\Users\L1\Downloads\archive\video\cctv052x2004080613x00015.avi,test,5eab3fee093e425d9e910d6d254d21bbab9a6407437a80c863762d801fcf07d5,used
